nodeID,tau_HD,tau_bench,effective,seed_node
107,0.2061666666666666,0.20980976488788988,0.9826361836725286,0
108,0.24066666666666647,0.22912826489749566,1.0503578280677537,0
109,0.24228571428571413,0.2794704478528008,0.866945740228419,0
110,0.24259523809523795,0.251596413536712,0.9642237529742821,0
111,0.2701666666666665,0.15651009595506749,1.726193221070088,0
112,0.23116666666666646,0.20234877969252968,1.1424169051966895,0
113,0.33366666666666644,0.2003641420308087,1.665301302342615,0
114,0.20685714285714274,0.2674412339796955,0.7734676503655664,0
115,0.2501666666666664,0.23329168661199912,1.0723342537393246,0
116,0.2729999999999998,0.2908127320440753,0.938748445025523,0
117,0.20899999999999977,0.2000256470959596,1.0448660111057402,0
118,0.2683333333333331,0.2390617195304695,1.1224437515983514,0
119,0.2329999999999998,0.23066504249977637,1.0101227193983053,0
120,0.21149999999999985,0.14813136720305836,1.4277867273720348,0
121,0.2124285714285713,0.235496341265572,0.9020461646536287,0
122,0.1706666666666665,0.19407485744184602,0.879385763391872,0
123,0.17461904761904745,0.20674029871890834,0.8446299473353567,0
124,0.17217857142857126,0.23039820028456393,0.7473086648069046,0
125,0.1739285714285713,0.2885967896837462,0.602669806615548,0
126,0.21069047619047615,0.24824008680960552,0.8487367165322938,0
127,0.5,0.14821211831015751,3.37354330874396,0
128,0.5,0.515,0.970873786407767,0
129,0.19519047619047608,0.21029720279720276,0.9281648714020478,0
130,0.18435714285714278,0.19525663730209183,0.944178622578213,0
131,0.1804047619047617,0.260776961134104,0.6917971630629938,0
132,0.2021071428571428,0.22515367080584472,0.897640896254472,0
133,0.1773452380952379,0.2651010141818966,0.6689723109605085,0
134,0.199690476190476,0.2294904531232656,0.8701472042639472,0
135,0.1956190476190475,0.2645689627832485,0.739387740576777,0
136,0.1767261904761903,0.21515244705543213,0.8213998627245841,0
137,0.1814523809523808,0.16794891306610055,1.0804022344637958,0
138,0.1720238095238093,0.22690042800336918,0.7581466947310253,0
139,0.19916666666666655,0.19490866877230514,1.0218461186009928,0
140,0.19995238095238071,0.2103473126200399,0.950582056227949,0
141,0.1963333333333333,0.19841304528804526,0.9895182700729543,0
142,0.1630357142857141,0.16072044275169278,1.0144055821050613,0
143,0.15855952380952362,0.17279787555280976,0.9176011180824114,0
144,0.2300952380952379,0.253659868978015,0.9071014623727512,0
145,0.3748571428571429,0.22716450216450218,1.650157217722725,0
146,0.3633333333333333,0.20183617736138743,1.800139787045141,0
147,0.2734999999999999,0.21828994583603892,1.2529207378402583,0
148,0.27866666666666645,0.2606400747944866,1.069162778925665,0
149,0.27083333333333315,0.19861710869775384,1.3635951862811302,0
150,0.2682619047619046,0.19795222698448503,1.3551850810091177,0
151,0.2229285714285713,0.24356078872885595,0.915289249111221,0
152,0.20959523809523786,0.28538058127610366,0.7344411352658083,0
153,0.22038095238095218,0.24336086118382771,0.9055727010042212,0
154,1.0,0.2027068104936957,4.93323336085494,1
155,0.18509523809523787,0.2527476737229059,0.7323321135614596,0
156,0.1712857142857141,0.27224427189597467,0.6291618666311659,0
157,0.2603333333333331,0.2392751803330551,1.0880080958291054,0
158,0.2056904761904761,0.25070943016613645,0.8204337429755719,0
159,0.1956190476190474,0.24888353833666332,0.7859862846952723,0
160,0.20807142857142832,0.21154415759678916,0.9835839048224627,0
161,0.19528571428571415,0.24458346313185023,0.7984420196897751,0
162,0.4033333333333334,0.20126064106833336,2.004034823661279,0
163,0.349,0.20937721789994518,1.6668480147958415,0
164,0.33066666666666655,0.2696213291916417,1.2264113809469241,0
165,0.23464285714285704,0.2592929872780619,0.9049332942091086,0
166,0.19573809523809504,0.24065861584518297,0.8133433932987234,0
167,0.20411904761904748,0.2012925536002459,1.0140417217042952,0
168,0.26183333333333314,0.2278823167920912,1.1489848664835947,0
169,0.2044999999999998,0.2714734892964558,0.7532963919606923,0
170,0.3042619047619046,0.22915729569575727,1.327742605087558,0
171,0.2566904761904761,0.19149400401522637,1.3404622119137772,0
172,0.18895238095238073,0.19272734434024752,0.9804129330957712,0
173,0.23399999999999976,0.28466095536408037,0.8220305440228519,0
174,0.19252380952380932,0.2954861059338672,0.6515494490522614,0
175,0.26699999999999985,0.1542547795868479,1.7309026061631665,0
176,0.26799999999999985,0.1775212662117424,1.5096782809127607,0
177,0.1746428571428569,0.18109809665416282,0.9643550118385105,0
178,0.18961904761904746,0.24407220984144062,0.7768973278122562,0
179,0.2528571428571427,0.3023805904240687,0.8362214734170847,0
